,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3763,0.3967171510060628,0.0011839338407675039,0.029578129450480144,0.0001743400526730244,45,sqrt,420,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 420}",-2.967530530718818,-2.4346309257855636,-2.260030547702785,-2.5540640014023888,0.3009288411517385,1819
3764,0.38042155901590985,0.015375980301872233,0.02850023905436198,0.00120304396462167,45,sqrt,425,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 425}",-2.951463509917251,-2.4433760285145025,-2.264086980583875,-2.5529755063385426,0.2911250102894816,1789
3765,0.3942382335662842,0.014482156599347835,0.029233773549397785,0.0009553307677974229,45,sqrt,430,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 430}",-2.9512025544056866,-2.4383989619706643,-2.259374546758138,-2.549658687711496,0.2931899759204351,1654
3766,0.3994663556416829,0.0161375400477558,0.03007372220357259,0.0013565902666645396,45,sqrt,435,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 435}",-2.953465204917248,-2.443689635936927,-2.260536660581139,-2.5525638338117713,0.2931753572080572,1758
3767,0.39421431223551434,0.015938288821727205,0.029751936594645183,0.0016699721435926847,45,sqrt,440,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 440}",-2.944518847245046,-2.4433306966925885,-2.2534999534396976,-2.5471164991257775,0.29149659516481213,1554
3768,0.4211934407552083,0.0011691449652931653,0.03147387504577637,0.0005660225116663535,45,sqrt,445,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 445}",-2.945342194713369,-2.4516456108588693,-2.2458432112508797,-2.5476103389410394,0.2935207303788242,1569
3769,0.4044075012207031,0.01869918975823269,0.029929320017496746,0.0010937397912248459,45,sqrt,450,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 450}",-2.9431126809020496,-2.4482452545633353,-2.256357906890486,-2.5492386141186234,0.2893184795487678,1629
3770,0.4206186930338542,0.018042768672952864,0.031554619471232094,0.001575984996852989,45,sqrt,455,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 455}",-2.9368993284917266,-2.449807473530227,-2.253241865284378,-2.546649555768777,0.2873797411312547,1507
3771,0.42560752232869464,0.019389267602414793,0.03127757708231608,0.0012088401194514993,45,sqrt,460,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 460}",-2.9460208878982788,-2.445127723121985,-2.2478895021056067,-2.546346037708623,0.2938601916592526,1496
3772,0.4162956078847249,0.016612130241638812,0.03047490119934082,0.0009500851644252522,45,sqrt,465,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 465}",-2.938400978224586,-2.4452235571302,-2.238324373967209,-2.540649636440665,0.2936624086901605,1272
